"","PC1","PC2","PC3","PC4","PC5","id_mun","cluster"
"1",-0.0482814271669495,-0.212923757544975,-0.463387995196678,0.612072414905457,0.979818991704955,45,"6"
"2",0.241540128028187,0.928933763133597,-0.93662480130041,0.0645237559472216,0.434908846492817,65,"5"
"3",0.0636687899801718,-2.34962228311103,1.40430275315539,1.22723700057215,1.98255651049313,75,"4"
"4",-0.124105332890357,0.486897803232983,0.443887184650983,1.25195604795884,-0.274851016251795,102,"6"
"5",0.786894423991808,0.886199413660143,-0.778737078583037,-0.615254919747119,-1.43933534999127,104,"5"
"6",0.363967497124417,0.92638261369196,0.416106947162765,-0.027769760534669,-0.511083836265733,122,"5"
"7",-0.240472095631747,0.62316803633152,-0.528979157247996,0.697681873800398,0.737057818272717,146,"6"
"8",0.33022574387843,1.01888599912819,0.341720247290841,0.292969130850143,-1.00340817345352,154,"5"
"9",0.97450142363645,0.753723325126178,-0.239513150184299,0.130490214369486,-0.656853838595531,169,"5"
"10",0.25515776977012,-0.837975819621463,0.186075980854875,0.00917092479605915,0.101072024644838,170,"4"
"11",0.962496473656933,0.108271962671171,-0.0566420222666942,0.556106303427862,-0.243079348351122,183,"3"
"12",1.46597777657567,-0.591880097080343,-0.605849954017823,-0.698608046721282,-0.0451237715434477,189,"3"
"13",0.862202404484586,0.876734462381486,2.462656271782,-4.48813100838618,2.21854511263955,190,"5"
"14",-0.298493266716521,-1.15564184419624,-0.339141246638814,-0.992921944067799,-1.1644425604714,210,"4"
"15",0.0618600427101032,0.597794084299183,0.639669008164405,0.159399059211438,0.549304681006781,215,"5"
"16",0.882211757608836,0.464438359123605,0.448278002583265,0.727167955286037,0.302320824227441,257,"5"
"17",1.29160772795219,0.212322821683459,-0.788693762041358,-0.795791092676474,-0.394659963676672,260,"3"
"18",1.30591637034627,-0.284825864451526,-1.02841765889709,-0.086171014578871,-0.314380662599402,267,"3"
"19",0.65594464786582,1.10783074376794,-0.157202326520413,-0.288860122716415,-0.229231383869151,286,"5"
"20",0.378095624346418,-2.22713752330229,0.476458825442014,-0.0715918140115366,0.939054550323443,299,"4"
"21",-0.518734459440526,-0.368350763923553,-0.930589463000734,0.474944185082938,-0.698417552877347,323,"6"
"22",0.0916862897707427,0.775845837870197,0.711419713063757,0.138359291301,-0.723340362034216,333,"5"
"23",-0.681871370474589,-0.46640983660658,0.469813470561127,1.273423035649,1.47354636973768,346,"6"
"24",-0.57756894942004,0.799230669679295,0.288159412168139,-0.107056541057275,-0.723628679667468,390,"2"
"25",1.22485258306189,-0.804824597075457,-0.969300839735784,-0.0799565512195563,0.0125514184480978,440,"3"
"26",0.0512465765278586,0.173893876429269,0.293711536911735,0.358693448482164,-0.61116027660291,447,"6"
"27",-0.999617122073382,0.43996960460534,1.10268786755617,0.517827857256679,-0.468707731724268,489,"2"
"28",0.739526069817118,0.185870073226212,0.369629671926624,0.350473887348846,-0.626645930666715,496,"5"
"29",-0.38462575061242,-2.831995103187,-0.213615968476773,-1.23752378853506,-1.72303292461859,507,"4"
"30",-0.25757664270925,-1.20571381382829,0.628266346340441,-0.226014781409947,-0.725391106359434,526,"4"
"31",-0.557232879287598,0.316920692544939,-4.22345643626453,-0.748091832175066,2.56425347134607,535,"6"
"32",-1.97648243441148,0.317713975619101,0.493638525130197,-0.300684988284104,-0.694929728763119,537,"2"
"33",-1.26507908317014,0.946684443684567,0.458936127010705,0.53117010011329,0.0748162023259044,547,"2"
"34",-3.92254147185012,-0.13345354890202,-0.575656664536444,-1.44836124822387,-0.468226320049894,548,"1"
"35",0.0764114931479718,-1.42155289379614,-0.158543136486962,-0.0537456246082744,-1.02531331862014,561,"4"
"36",-1.28934772823666,0.835578944079634,0.162940532328999,0.110348607912028,1.34030932777519,565,"2"
"37",0.172561532202998,-0.407493498804875,0.910893084395712,1.63085365092741,1.47827721705549,588,"6"
"38",0.179549754309679,1.26639017416139,0.554467261173509,0.660939589637652,-0.267469489186304,591,"5"
"39",-0.276072886702888,0.250119565300419,-0.269367108257814,0.490726744117405,-0.155680040254658,636,"6"
